ID;LOCATION;NAME;AREA
35125224;"63.910974;19.772624";Minnesfontän;Vännäs
35125250;"63.915839;19.803425999999998";Klocktornet;Vännäs
35125230;"63.904185000000005;19.753346";Johanneskyrkan VÄNNÄS;Vännäs
35125236;"63.923030000000004;19.855968999999998";Slöjdarnashus;Vännäs
35125233;"63.902936000000004;19.75037";Missionskyrkan;Vännäs
35125247;"63.909059000000006;19.736874";Bunkern;Vännäs
35125228;"63.91119200000001;19.757364999999997";Vännäs Grusplan;Vännäs
35125249;"63.91561;19.803558";Vännäs Kyrka;Vännäs
35125232;"63.905369;19.752073000000003";Malak;Vännäs
